Series,date,value,period
U.S. Interest Rate,2007-09-01,4.94,
U.S. Interest Rate,2007-10-01,4.76,
U.S. Interest Rate,2007-11-01,4.49,
U.S. Interest Rate,2007-12-01,4.24,
U.S. Interest Rate,2008-01-01,3.94,
U.S. Interest Rate,2008-02-01,2.98,
U.S. Interest Rate,2008-03-01,2.61,
U.S. Interest Rate,2008-04-01,2.28,
U.S. Interest Rate,2008-05-01,1.98,
U.S. Interest Rate,2008-06-01,2.0,
U.S. Interest Rate,2008-07-01,2.01,
U.S. Interest Rate,2008-08-01,2.0,
U.S. Interest Rate,2008-09-01,1.81,
U.S. Interest Rate,2008-10-01,0.97,
U.S. Interest Rate,2008-11-01,0.39,
U.S. Interest Rate,2008-12-01,0.16,
U.S. Interest Rate,2009-01-01,0.15,
U.S. Interest Rate,2009-02-01,0.22,
U.S. Interest Rate,2009-03-01,0.18,
U.S. Interest Rate,2009-04-01,0.15,
U.S. Interest Rate,2009-05-01,0.18,
U.S. Interest Rate,2009-06-01,0.21,
U.S. Interest Rate,2009-07-01,0.16,
U.S. Interest Rate,2009-08-01,0.16,
U.S. Interest Rate,2009-09-01,0.15,
U.S. Interest Rate,2009-10-01,0.12,
U.S. Interest Rate,2009-11-01,0.12,
U.S. Interest Rate,2009-12-01,0.12,
U.S. Interest Rate,2010-01-01,0.11,
U.S. Interest Rate,2010-02-01,0.13,
U.S. Interest Rate,2010-03-01,0.16,
U.S. Interest Rate,2010-04-01,0.2,
U.S. Interest Rate,2010-05-01,0.2,
U.S. Interest Rate,2010-06-01,0.18,
U.S. Interest Rate,2010-07-01,0.18,
U.S. Interest Rate,2010-08-01,0.19,
U.S. Interest Rate,2010-09-01,0.19,
U.S. Interest Rate,2010-10-01,0.19,
U.S. Interest Rate,2010-11-01,0.19,
U.S. Interest Rate,2010-12-01,0.18,
U.S. Interest Rate,2011-01-01,0.17,
U.S. Interest Rate,2011-02-01,0.16,
U.S. Interest Rate,2011-03-01,0.14,
U.S. Interest Rate,2011-04-01,0.1,
U.S. Interest Rate,2011-05-01,0.09,
U.S. Interest Rate,2011-06-01,0.09,
U.S. Interest Rate,2011-07-01,0.07,
U.S. Interest Rate,2011-08-01,0.1,
U.S. Interest Rate,2011-09-01,0.08,
U.S. Interest Rate,2011-10-01,0.07,
U.S. Interest Rate,2011-11-01,0.08,
U.S. Interest Rate,2011-12-01,0.07,
U.S. Interest Rate,2012-01-01,0.08,
U.S. Interest Rate,2012-02-01,0.1,
U.S. Interest Rate,2012-03-01,0.13,
U.S. Interest Rate,2012-04-01,0.14,
U.S. Interest Rate,2012-05-01,0.16,
U.S. Interest Rate,2012-06-01,0.16,
U.S. Interest Rate,2012-07-01,0.16,
U.S. Interest Rate,2012-08-01,0.13,
U.S. Interest Rate,2012-09-01,0.14,
U.S. Interest Rate,2012-10-01,0.16,
U.S. Interest Rate,2012-11-01,0.16,
U.S. Interest Rate,2012-12-01,0.16,
U.S. Interest Rate,2013-01-01,0.14,
U.S. Interest Rate,2013-02-01,0.15,
U.S. Interest Rate,2013-03-01,0.14,
U.S. Interest Rate,2013-04-01,0.15,
U.S. Interest Rate,2013-05-01,0.11,
U.S. Interest Rate,2013-06-01,0.09,
U.S. Interest Rate,2013-07-01,0.09,
U.S. Interest Rate,2013-08-01,0.08,
U.S. Interest Rate,2013-09-01,0.08,
U.S. Interest Rate,2013-10-01,0.09,
U.S. Interest Rate,2013-11-01,0.08,
U.S. Interest Rate,2013-12-01,0.09,
U.S. Interest Rate,2014-01-01,0.07,
U.S. Interest Rate,2014-02-01,0.07,
U.S. Interest Rate,2014-03-01,0.08,
U.S. Interest Rate,2014-04-01,0.09,
U.S. Interest Rate,2014-05-01,0.09,
U.S. Interest Rate,2014-06-01,0.1,
U.S. Interest Rate,2014-07-01,0.09,
U.S. Interest Rate,2014-08-01,0.09,
U.S. Interest Rate,2014-09-01,0.09,
U.S. Interest Rate,2014-10-01,0.09,
U.S. Interest Rate,2014-11-01,0.09,
U.S. Interest Rate,2014-12-01,0.12,
U.S. Interest Rate,2015-01-01,0.11,
U.S. Interest Rate,2015-02-01,0.11,
U.S. Interest Rate,2015-03-01,0.11,
U.S. Interest Rate,2015-04-01,0.12,
U.S. Interest Rate,2015-05-01,0.12,
U.S. Interest Rate,2015-06-01,0.13,
U.S. Interest Rate,2015-07-01,0.13,
U.S. Interest Rate,2015-08-01,0.14,
U.S. Interest Rate,2015-09-01,0.14,
U.S. Interest Rate,2015-10-01,0.12,
U.S. Interest Rate,2015-11-01,0.12,
U.S. Interest Rate,2015-12-01,0.24,
U.S. Interest Rate,2016-01-01,0.34,
U.S. Interest Rate,2016-02-01,0.38,
U.S. Interest Rate,2016-03-01,0.36,
U.S. Interest Rate,2016-04-01,0.37,
U.S. Interest Rate,2016-05-01,0.37,
U.S. Interest Rate,2016-06-01,0.38,
U.S. Interest Rate,2016-07-01,0.39,
U.S. Interest Rate,2016-08-01,0.4,
U.S. Interest Rate,2016-09-01,0.4,
U.S. Interest Rate,2016-10-01,0.4,
U.S. Interest Rate,2016-11-01,0.41,
U.S. Interest Rate,2016-12-01,0.54,
U.S. Interest Rate,2017-01-01,0.65,
U.S. Interest Rate,2017-02-01,0.66,
U.S. Interest Rate,2017-03-01,0.79,
U.S. Interest Rate,2017-04-01,0.9,
U.S. Interest Rate,2017-05-01,0.91,
U.S. Interest Rate,2017-06-01,1.04,
U.S. Interest Rate,2017-07-01,1.15,
U.S. Interest Rate,2017-08-01,1.16,
U.S. Interest Rate,2017-09-01,1.15,
U.S. Interest Rate,2017-10-01,1.15,
U.S. Interest Rate,2017-11-01,1.16,
U.S. Interest Rate,2017-12-01,1.3,
U.S. Interest Rate,2018-01-01,1.41,
U.S. Interest Rate,2018-02-01,1.42,
U.S. Interest Rate,2018-03-01,1.51,
U.S. Interest Rate,2018-04-01,1.69,
U.S. Interest Rate,2018-05-01,1.7,
U.S. Interest Rate,2018-06-01,1.82,
U.S. Interest Rate,2018-07-01,1.91,
U.S. Interest Rate,2018-08-01,1.91,
U.S. Interest Rate,2018-09-01,1.95,
U.S. Interest Rate,2018-10-01,2.19,
U.S. Interest Rate,2018-11-01,2.2,
U.S. Interest Rate,2018-12-01,2.27,
U.S. Interest Rate,2019-01-01,2.4,
U.S. Interest Rate,2019-02-01,2.4,
U.S. Interest Rate,2019-03-01,2.41,
U.S. Interest Rate,2019-04-01,2.42,
U.S. Interest Rate,2019-05-01,2.39,
U.S. Interest Rate,2019-06-01,2.38,
U.S. Interest Rate,2019-07-01,2.4,
U.S. Interest Rate,2019-08-01,2.13,
U.S. Interest Rate,2019-09-01,2.04,
U.S. Interest Rate,2019-10-01,1.83,
U.S. Interest Rate,2019-11-01,1.55,
U.S. Interest Rate,2019-12-01,1.55,
U.S. Interest Rate,2020-01-01,1.55,
U.S. Interest Rate,2020-02-01,1.58,
U.S. Interest Rate,2020-03-01,0.65,
U.S. Interest Rate,2020-04-01,0.05,
U.S. Interest Rate,2020-05-01,0.05,
U.S. Interest Rate,2020-06-01,0.08,
U.S. Interest Rate,2020-07-01,0.09,
U.S. Interest Rate,2020-08-01,0.1,
U.S. Interest Rate,2020-09-01,0.09,
U.S. Interest Rate,2020-10-01,0.09,
U.S. Interest Rate,2020-11-01,0.09,
U.S. Interest Rate,2020-12-01,0.09,
U.S. Interest Rate,2021-01-01,0.09,
U.S. Interest Rate,2021-02-01,0.08,
U.S. Interest Rate,2021-03-01,0.07,
U.S. Interest Rate,2021-04-01,0.07,
U.S. Interest Rate,2021-05-01,0.06,
U.S. Interest Rate,2021-06-01,0.08,
U.S. Interest Rate,2021-07-01,0.1,
U.S. Interest Rate,2021-08-01,0.09,
U.S. Interest Rate,2021-09-01,0.08,
U.S. Interest Rate,2021-10-01,0.08,
U.S. Interest Rate,2021-11-01,0.08,
U.S. Interest Rate,2021-12-01,0.08,
U.S. Interest Rate,2022-01-01,0.08,
U.S. Interest Rate,2022-02-01,0.08,
U.S. Interest Rate,2022-03-01,0.2,
U.S. Interest Rate,2022-04-01,0.33,
U.S. Interest Rate,2022-05-01,0.77,
U.S. Interest Rate,2022-06-01,1.21,
U.S. Interest Rate,2022-07-01,1.68,
U.S. Interest Rate,2022-08-01,2.33,
U.S. Interest Rate,2022-09-01,2.56,
U.S. Interest Rate,2022-10-01,3.08,
U.S. Interest Rate,2022-11-01,3.78,
U.S. Interest Rate,2022-12-01,4.1,
U.S. Interest Rate,2023-01-01,4.33,
U.S. Interest Rate,2023-02-01,4.57,
U.S. Interest Rate,2023-03-01,4.65,
U.S. Interest Rate,2023-04-01,4.83,
U.S. Interest Rate,2023-05-01,5.06,
U.S. Interest Rate,2023-06-01,5.08,
U.S. Interest Rate,2023-07-01,5.12,
U.S. Interest Rate,2023-08-01,5.33,
U.S. Interest Rate,2023-09-01,5.33,
U.S. Interest Rate,2023-10-01,5.33,
U.S. Interest Rate,2023-11-01,5.33,
U.S. Interest Rate,2023-12-01,5.33,
U.S. Interest Rate,2024-01-01,5.33,
EU Unemployment,2000-01-01,9.2,
EU Unemployment,2000-04-01,9.06666666666667,
EU Unemployment,2000-07-01,8.93333333333333,
EU Unemployment,2000-10-01,8.76666666666667,
EU Unemployment,2001-01-01,8.7,
EU Unemployment,2001-04-01,8.7,
EU Unemployment,2001-07-01,8.73333333333333,
EU Unemployment,2001-10-01,8.86666666666667,
EU Unemployment,2002-01-01,8.96666666666667,
EU Unemployment,2002-04-01,9.03333333333333,
EU Unemployment,2002-07-01,9.1,
EU Unemployment,2002-10-01,9.1,
EU Unemployment,2003-01-01,9.13333333333333,
EU Unemployment,2003-04-01,9.13333333333333,
EU Unemployment,2003-07-01,9.2,
EU Unemployment,2003-10-01,9.2,
EU Unemployment,2004-01-01,9.3,
EU Unemployment,2004-04-01,9.26666666666667,
EU Unemployment,2004-07-01,9.2,
EU Unemployment,2004-10-01,9.16666666666666,
EU Unemployment,2005-01-01,9.1,
EU Unemployment,2005-04-01,9.1,
EU Unemployment,2005-07-01,8.93333333333333,
EU Unemployment,2005-10-01,8.83333333333334,
EU Unemployment,2006-01-01,8.6,
EU Unemployment,2006-04-01,8.33333333333334,
EU Unemployment,2006-07-01,8.13333333333333,
EU Unemployment,2006-10-01,7.9,
EU Unemployment,2007-01-01,7.5,
EU Unemployment,2007-04-01,7.23333333333333,
EU Unemployment,2007-07-01,7.13333333333333,
EU Unemployment,2007-10-01,6.93333333333333,
EU Unemployment,2008-01-01,6.83333333333333,
EU Unemployment,2008-04-01,6.9,
EU Unemployment,2008-07-01,7.03333333333333,
EU Unemployment,2008-10-01,7.43333333333333,
EU Unemployment,2009-01-01,8.33333333333334,
EU Unemployment,2009-04-01,8.9,
EU Unemployment,2009-07-01,9.2,
EU Unemployment,2009-10-01,9.43333333333333,
EU Unemployment,2010-01-01,9.66666666666666,
EU Unemployment,2010-04-01,9.66666666666666,
EU Unemployment,2010-07-01,9.6,
EU Unemployment,2010-10-01,9.6,
EU Unemployment,2011-01-01,9.5,
EU Unemployment,2011-04-01,9.46666666666667,
EU Unemployment,2011-07-01,9.7,
EU Unemployment,2011-10-01,10.0,
EU Unemployment,2012-01-01,10.2,
EU Unemployment,2012-04-01,10.4333333333333,
EU Unemployment,2012-07-01,10.5666666666667,
EU Unemployment,2012-10-01,10.7666666666667,
EU Unemployment,2013-01-01,11.0,
EU Unemployment,2013-04-01,11.0,
EU Unemployment,2013-07-01,10.8666666666667,
EU Unemployment,2013-10-01,10.7,
EU Unemployment,2014-01-01,10.5666666666667,
EU Unemployment,2014-04-01,10.3,
EU Unemployment,2014-07-01,10.0666666666667,
EU Unemployment,2014-10-01,9.96666666666667,
EU Unemployment,2015-01-01,9.76666666666667,
EU Unemployment,2015-04-01,9.6,
EU Unemployment,2015-07-01,9.23333333333333,
EU Unemployment,2015-10-01,9.03333333333333,
EU Unemployment,2016-01-01,8.86666666666667,
EU Unemployment,2016-04-01,8.66666666666666,
EU Unemployment,2016-07-01,8.43333333333333,
EU Unemployment,2016-10-01,8.23333333333334,
EU Unemployment,2017-01-01,8.0,
EU Unemployment,2017-04-01,7.73333333333333,
EU Unemployment,2017-07-01,7.56666666666667,
EU Unemployment,2017-10-01,7.3,
EU Unemployment,2018-01-01,7.1,
EU Unemployment,2018-04-01,6.93333333333333,
EU Unemployment,2018-07-01,6.76666666666667,
EU Unemployment,2018-10-01,6.63333333333333,
EU Unemployment,2019-01-01,6.46666666666667,
EU Unemployment,2019-04-01,6.33333333333333,
EU Unemployment,2019-07-01,6.3,
EU Unemployment,2019-10-01,6.2,
EU Interest Rate,2000-01-01,3.0429,
EU Interest Rate,2000-02-01,3.2757,
EU Interest Rate,2000-03-01,3.5104,
EU Interest Rate,2000-04-01,3.685,
EU Interest Rate,2000-05-01,3.92,
EU Interest Rate,2000-06-01,4.2945,
EU Interest Rate,2000-07-01,4.3086,
EU Interest Rate,2000-08-01,4.4191,
EU Interest Rate,2000-09-01,4.5905,
EU Interest Rate,2000-10-01,4.7627,
EU Interest Rate,2000-11-01,4.8291,
EU Interest Rate,2000-12-01,4.8268,
EU Interest Rate,2001-01-01,4.7559,
EU Interest Rate,2001-02-01,4.9925,
EU Interest Rate,2001-03-01,4.7814,
EU Interest Rate,2001-04-01,5.0642,
EU Interest Rate,2001-05-01,4.6536,
EU Interest Rate,2001-06-01,4.5395,
EU Interest Rate,2001-07-01,4.5055,
EU Interest Rate,2001-08-01,4.4913,
EU Interest Rate,2001-09-01,3.9865,
EU Interest Rate,2001-10-01,3.9713,
EU Interest Rate,2001-11-01,3.5073,
EU Interest Rate,2001-12-01,3.3389,
EU Interest Rate,2002-01-01,3.2936,
EU Interest Rate,2002-02-01,3.283,
EU Interest Rate,2002-03-01,3.264,
EU Interest Rate,2002-04-01,3.3162,
EU Interest Rate,2002-05-01,3.31,
EU Interest Rate,2002-06-01,3.3485,
EU Interest Rate,2002-07-01,3.3017,
EU Interest Rate,2002-08-01,3.2927,
EU Interest Rate,2002-09-01,3.3186,
EU Interest Rate,2002-10-01,3.3004,
EU Interest Rate,2002-11-01,3.3043,
EU Interest Rate,2002-12-01,3.0945,
EU Interest Rate,2003-01-01,2.7868,
EU Interest Rate,2003-02-01,2.7635,
EU Interest Rate,2003-03-01,2.7489999999999997,
EU Interest Rate,2003-04-01,2.5605,
EU Interest Rate,2003-05-01,2.5571,
EU Interest Rate,2003-06-01,2.2133,
EU Interest Rate,2003-07-01,2.0783,
EU Interest Rate,2003-08-01,2.0981,
EU Interest Rate,2003-09-01,2.0209,
EU Interest Rate,2003-10-01,2.0148,
EU Interest Rate,2003-11-01,1.973,
EU Interest Rate,2003-12-01,2.0567,
EU Interest Rate,2004-01-01,2.0214,
EU Interest Rate,2004-02-01,2.0315,
EU Interest Rate,2004-03-01,2.0057,
EU Interest Rate,2004-04-01,2.0780000000000003,
EU Interest Rate,2004-05-01,2.0152,
EU Interest Rate,2004-06-01,2.0277,
EU Interest Rate,2004-07-01,2.0677,
EU Interest Rate,2004-08-01,2.0405,
EU Interest Rate,2004-09-01,2.0518,
EU Interest Rate,2004-10-01,2.1114,
EU Interest Rate,2004-11-01,2.085,
EU Interest Rate,2004-12-01,2.0535,
EU Interest Rate,2005-01-01,2.0771,
EU Interest Rate,2005-02-01,2.0585,
EU Interest Rate,2005-03-01,2.0567,
EU Interest Rate,2005-04-01,2.0757,
EU Interest Rate,2005-05-01,2.07,
EU Interest Rate,2005-06-01,2.0623,
EU Interest Rate,2005-07-01,2.0729,
EU Interest Rate,2005-08-01,2.0609,
EU Interest Rate,2005-09-01,2.0941,
EU Interest Rate,2005-10-01,2.0671,
EU Interest Rate,2005-11-01,2.0859,
EU Interest Rate,2005-12-01,2.2757,
EU Interest Rate,2006-01-01,2.3264,
EU Interest Rate,2006-02-01,2.3495,
EU Interest Rate,2006-03-01,2.52,
EU Interest Rate,2006-04-01,2.6283,
EU Interest Rate,2006-05-01,2.5768,
EU Interest Rate,2006-06-01,2.6977,
EU Interest Rate,2006-07-01,2.8138,
EU Interest Rate,2006-08-01,2.9683,
EU Interest Rate,2006-09-01,3.0410000000000004,
EU Interest Rate,2006-10-01,3.2782,
EU Interest Rate,2006-11-01,3.3277,
EU Interest Rate,2006-12-01,3.5011,
EU Interest Rate,2007-01-01,3.5632,
EU Interest Rate,2007-02-01,3.5695,
EU Interest Rate,2007-03-01,3.6909,
EU Interest Rate,2007-04-01,3.8195,
EU Interest Rate,2007-05-01,3.7905,
EU Interest Rate,2007-06-01,3.9557,
EU Interest Rate,2007-07-01,4.0632,
EU Interest Rate,2007-08-01,4.0474,
EU Interest Rate,2007-09-01,4.0286,
EU Interest Rate,2007-10-01,3.9414,
EU Interest Rate,2007-11-01,4.0221,
EU Interest Rate,2007-12-01,3.8791,
EU Interest Rate,2008-01-01,4.0218,
EU Interest Rate,2008-02-01,4.0279,
EU Interest Rate,2008-03-01,4.091,
EU Interest Rate,2008-04-01,3.9868,
EU Interest Rate,2008-05-01,4.0097,
EU Interest Rate,2008-06-01,4.0067,
EU Interest Rate,2008-07-01,4.1908,
EU Interest Rate,2008-08-01,4.2989,
EU Interest Rate,2008-09-01,4.2733,
EU Interest Rate,2008-10-01,3.8198,
EU Interest Rate,2008-11-01,3.1502,
EU Interest Rate,2008-12-01,2.4864,
EU Interest Rate,2009-01-01,1.8122,
EU Interest Rate,2009-02-01,1.2571,
EU Interest Rate,2009-03-01,1.062,
EU Interest Rate,2009-04-01,0.8419,
EU Interest Rate,2009-05-01,0.7821,
EU Interest Rate,2009-06-01,0.698,
EU Interest Rate,2009-07-01,0.3576,
EU Interest Rate,2009-08-01,0.3475,
EU Interest Rate,2009-09-01,0.3632,
EU Interest Rate,2009-10-01,0.3587,
EU Interest Rate,2009-11-01,0.3624,
EU Interest Rate,2009-12-01,0.3546,
EU Interest Rate,2010-01-01,0.344,
EU Interest Rate,2010-02-01,0.3406,
EU Interest Rate,2010-03-01,0.3477,
EU Interest Rate,2010-04-01,0.3533,
EU Interest Rate,2010-05-01,0.3439,
EU Interest Rate,2010-06-01,0.3543,
EU Interest Rate,2010-07-01,0.4811,
EU Interest Rate,2010-08-01,0.4256,
EU Interest Rate,2010-09-01,0.4536,
EU Interest Rate,2010-10-01,0.7013,
EU Interest Rate,2010-11-01,0.5926,
EU Interest Rate,2010-12-01,0.4981,
EU Interest Rate,2011-01-01,0.659,
EU Interest Rate,2011-02-01,0.7071,
EU Interest Rate,2011-03-01,0.6587,
EU Interest Rate,2011-04-01,0.9661,
EU Interest Rate,2011-05-01,1.0334,
EU Interest Rate,2011-06-01,1.124,
EU Interest Rate,2011-07-01,1.0118,
EU Interest Rate,2011-08-01,0.9058,
EU Interest Rate,2011-09-01,1.0055,
EU Interest Rate,2011-10-01,0.9596,
EU Interest Rate,2011-11-01,0.79,
EU Interest Rate,2011-12-01,0.627,
EU Interest Rate,2012-01-01,0.38,
EU Interest Rate,2012-02-01,0.3656,
EU Interest Rate,2012-03-01,0.3567,
EU Interest Rate,2012-04-01,0.3451,
EU Interest Rate,2012-05-01,0.337,
EU Interest Rate,2012-06-01,0.332,
EU Interest Rate,2012-07-01,0.1842,
EU Interest Rate,2012-08-01,0.1101,
EU Interest Rate,2012-09-01,0.0993,
EU Interest Rate,2012-10-01,0.0907,
EU Interest Rate,2012-11-01,0.0785,
EU Interest Rate,2012-12-01,0.0734,
EU Interest Rate,2013-01-01,0.069,
EU Interest Rate,2013-02-01,0.0677,
EU Interest Rate,2013-03-01,0.067,
EU Interest Rate,2013-04-01,0.081,
EU Interest Rate,2013-05-01,0.0787,
EU Interest Rate,2013-06-01,0.0862,
EU Interest Rate,2013-07-01,0.0931,
EU Interest Rate,2013-08-01,0.08199999999999999,
EU Interest Rate,2013-09-01,0.0803,
EU Interest Rate,2013-10-01,0.0933,
EU Interest Rate,2013-11-01,0.1031,
EU Interest Rate,2013-12-01,0.1686,
EU Interest Rate,2014-01-01,0.1961,
EU Interest Rate,2014-02-01,0.1567,
EU Interest Rate,2014-03-01,0.1919,
EU Interest Rate,2014-04-01,0.2539,
EU Interest Rate,2014-05-01,0.248,
EU Interest Rate,2014-06-01,0.0758,
EU Interest Rate,2014-07-01,0.0433,
EU Interest Rate,2014-08-01,0.0179,
EU Interest Rate,2014-09-01,0.0066,
EU Interest Rate,2014-10-01,-0.0045,
EU Interest Rate,2014-11-01,-0.0116,
EU Interest Rate,2014-12-01,-0.0301,
EU Interest Rate,2015-01-01,-0.0506,
EU Interest Rate,2015-02-01,-0.036000000000000004,
EU Interest Rate,2015-03-01,-0.0504,
EU Interest Rate,2015-04-01,-0.0745,
EU Interest Rate,2015-05-01,-0.1058,
EU Interest Rate,2015-06-01,-0.1185,
EU Interest Rate,2015-07-01,-0.1177,
EU Interest Rate,2015-08-01,-0.1213,
EU Interest Rate,2015-09-01,-0.1357,
EU Interest Rate,2015-10-01,-0.1389,
EU Interest Rate,2015-11-01,-0.1347,
EU Interest Rate,2015-12-01,-0.19899999999999998,
EU Interest Rate,2016-01-01,-0.2387,
EU Interest Rate,2016-02-01,-0.2404,
EU Interest Rate,2016-03-01,-0.2877,
EU Interest Rate,2016-04-01,-0.3378,
EU Interest Rate,2016-05-01,-0.33799999999999997,
EU Interest Rate,2016-06-01,-0.3325,
EU Interest Rate,2016-07-01,-0.3288,
EU Interest Rate,2016-08-01,-0.3388,
EU Interest Rate,2016-09-01,-0.34299999999999997,
EU Interest Rate,2016-10-01,-0.3466,
EU Interest Rate,2016-11-01,-0.3487,
EU Interest Rate,2016-12-01,-0.3504,
EU Interest Rate,2017-01-01,-0.3515,
EU Interest Rate,2017-02-01,-0.3528,
EU Interest Rate,2017-03-01,-0.3535,
EU Interest Rate,2017-04-01,-0.3569,
EU Interest Rate,2017-05-01,-0.3589,
EU Interest Rate,2017-06-01,-0.3587,
EU Interest Rate,2017-07-01,-0.3595,
EU Interest Rate,2017-08-01,-0.3558,
EU Interest Rate,2017-09-01,-0.3581,
EU Interest Rate,2017-10-01,-0.359,
EU Interest Rate,2017-11-01,-0.3492,
EU Interest Rate,2017-12-01,-0.3423,
EU Interest Rate,2018-01-01,-0.3624,
EU Interest Rate,2018-02-01,-0.3647,
EU Interest Rate,2018-03-01,-0.3639,
EU Interest Rate,2018-04-01,-0.3657,
EU Interest Rate,2018-05-01,-0.3625,
EU Interest Rate,2018-06-01,-0.3618,
EU Interest Rate,2018-07-01,-0.3636,
EU Interest Rate,2018-08-01,-0.3591,
EU Interest Rate,2018-09-01,-0.3627,
EU Interest Rate,2018-10-01,-0.366,
EU Interest Rate,2018-11-01,-0.3613,
EU Interest Rate,2018-12-01,-0.3605,
EU Interest Rate,2019-01-01,-0.36700000000000005,
EU Interest Rate,2019-02-01,-0.36700000000000005,
EU Interest Rate,2019-03-01,-0.3679,
EU Interest Rate,2019-04-01,-0.36700000000000005,
EU Interest Rate,2019-05-01,-0.3666,
EU Interest Rate,2019-06-01,-0.3616,
EU Interest Rate,2019-07-01,-0.3668,
EU Interest Rate,2019-08-01,-0.3612,
EU Interest Rate,2019-09-01,-0.4032,
EU Interest Rate,2019-10-01,-0.549597777777778,
EU Interest Rate,2019-11-01,-0.53915,
EU Interest Rate,2019-12-01,-0.540201,
EU Interest Rate,2020-01-01,-0.5374213636363641,
EU Interest Rate,2020-02-01,-0.5382235,
EU Interest Rate,2020-03-01,-0.535628636363636,
EU Interest Rate,2020-04-01,-0.5354685,
EU Interest Rate,2020-05-01,-0.540192,
EU Interest Rate,2020-06-01,-0.544465,
EU Interest Rate,2020-07-01,-0.549555652173913,
EU Interest Rate,2020-08-01,-0.552087619047619,
EU Interest Rate,2020-09-01,-0.552932727272727,
EU Interest Rate,2020-10-01,-0.5546409090909089,
EU Interest Rate,2020-11-01,-0.55621619047619,
EU Interest Rate,2020-12-01,-0.5563490909090911,
EU Interest Rate,2021-01-01,-0.5657645,
EU Interest Rate,2021-02-01,-0.563521,
EU Interest Rate,2021-03-01,-0.56376652173913,
EU Interest Rate,2021-04-01,-0.5660555,
EU Interest Rate,2021-05-01,-0.56470619047619,
EU Interest Rate,2021-06-01,-0.5641259090909089,
EU Interest Rate,2021-07-01,-0.566522272727273,
EU Interest Rate,2021-08-01,-0.5681,
EU Interest Rate,2021-09-01,-0.569360454545455,
EU Interest Rate,2021-10-01,-0.570412857142857,
EU Interest Rate,2021-11-01,-0.573237272727273,
EU Interest Rate,2021-12-01,-0.576372173913044,
EU Interest Rate,2022-01-01,-0.5794657142857139,
EU Interest Rate,2022-02-01,-0.576333,
EU Interest Rate,2022-03-01,-0.577703043478261,
EU Interest Rate,2022-04-01,-0.583707368421053,
EU Interest Rate,2022-05-01,-0.5847413636363641,
EU Interest Rate,2022-06-01,-0.5826240909090911,
EU Interest Rate,2022-07-01,-0.571064285714286,
EU Interest Rate,2022-08-01,-0.0946521739130435,
EU Interest Rate,2022-09-01,0.254584090909091,
EU Interest Rate,2022-10-01,0.655378571428571,
EU Interest Rate,2022-11-01,1.2666195454545501,
EU Interest Rate,2022-12-01,1.50396476190476,
EU Interest Rate,2023-01-01,1.9013118181818203,
EU Interest Rate,2023-02-01,2.2006419999999998,
EU Interest Rate,2023-03-01,2.50836391304348,
EU Interest Rate,2023-04-01,2.89908111111111,
EU Interest Rate,2023-05-01,3.04630909090909,
EU Interest Rate,2023-06-01,3.20459045454545,
EU Interest Rate,2023-07-01,3.40326333333333,
EU Interest Rate,2023-08-01,3.61036652173913,
EU Interest Rate,2023-09-01,3.7125219047619,
EU Interest Rate,2023-10-01,3.9010604545454504,
EU Interest Rate,2023-11-01,3.9027436363636405,
EU Interest Rate,2023-12-01,3.90344210526316,
EU Interest Rate,2024-01-01,3.90264954545455,
Current Account Balance,,-56.283,1980-01-01
Current Account Balance,,-82.156,1981-01-01
Current Account Balance,,-91.859,1982-01-01
Current Account Balance,,-75.971,1983-01-01
Current Account Balance,,-67.937,1984-01-01
Current Account Balance,,-63.542,1985-01-01
Current Account Balance,,-66.333,1986-01-01
Current Account Balance,,-63.541,1987-01-01
Current Account Balance,,-57.27,1988-01-01
Current Account Balance,,-83.357,1989-01-01
Current Account Balance,,-111.62,1990-01-01
Current Account Balance,,-152.062,1991-01-01
Current Account Balance,,-136.405,1992-01-01
Current Account Balance,,-67.192,1993-01-01
Current Account Balance,,-89.198,1994-01-01
Current Account Balance,,-74.649,1995-01-01
Current Account Balance,,-62.661,1996-01-01
Current Account Balance,,-9.193,1997-01-01
Current Account Balance,,-82.845,1998-01-01
Current Account Balance,,-98.95,1999-01-01
Current Account Balance,,-155.677,2000-01-01
Current Account Balance,,-187.088,2001-01-01
Current Account Balance,,-144.777,2002-01-01
Current Account Balance,,-83.15,2003-01-01
Current Account Balance,,11.153,2004-01-01
Current Account Balance,,50.142,2005-01-01
Current Account Balance,,176.896,2006-01-01
Current Account Balance,,215.571,2007-01-01
Current Account Balance,,93.035,2008-01-01
Current Account Balance,,176.433,2009-01-01
Current Account Balance,,304.028,2010-01-01
Current Account Balance,,328.176,2011-01-01
Current Account Balance,,385.727,2012-01-01
Current Account Balance,,404.967,2013-01-01
Current Account Balance,,382.726,2014-01-01
Current Account Balance,,186.396,2015-01-01
Current Account Balance,,254.232,2016-01-01
Current Account Balance,,443.896,2017-01-01
Current Account Balance,,331.239,2018-01-01
Current Account Balance,,387.083,2019-01-01
Current Account Balance,,320.29,2020-01-01
Current Account Balance,,918.576,2021-01-01
Current Account Balance,,454.741,2022-01-01
Current Account Balance,,563.929,2023-01-01
Current Account Balance,,568.383,2024-01-01
Current Account Balance,,553.963,2025-01-01
Current Account Balance,,519.601,2026-01-01
Current Account Balance,,489.259,2027-01-01
Current Account Balance,,460.155,2028-01-01
Current Account Balance,,403.577,2029-01-01
Imports of Goods and Services,,,1980-01-01
